order_date,city,quantity,unit_price,total_revenue,age,category,hour,day_of_week,is_weekend,guessed_gender
2024-08-24 00:46:00,Edirne,1,14990.0,14990.0,,Washing Machine,0,Saturday,True,Female
2024-08-24 11:08:00,Gaziantep,1,7115.0,7115.0,,Extractor Hood,11,Saturday,True,Male
2024-08-24 11:51:00,Kırıkkale,1,15950.0,15950.0,41-50,Washing Machine,11,Saturday,True,Female
2024-08-24 12:02:00,İstanbul,1,4750.0,4750.0,,Cooktop,12,Saturday,True,Female
2024-08-24 12:24:00,Ankara,2,109.0,218.0,,Dust Bag,12,Saturday,True,Male
2024-08-24 12:30:00,Sakarya,1,2490.0,2490.0,,Blender,12,Saturday,True,Male
2024-08-24 12:53:00,Van,1,10750.0,10750.0,,Oven,12,Saturday,True,Male
2024-08-24 12:53:00,Kırşehir,1,15189.0,15189.0,21-30,Cooktop,12,Saturday,True,Female
2024-08-24 13:39:00,Trabzon,1,10750.0,10750.0,41-50,Oven,13,Saturday,True,Male
2024-08-24 13:44:00,İstanbul,1,16792.0,16792.0,71+,Dishwasher,13,Saturday,True,Female
2024-08-24 14:00:00,Muğla,1,11773.0,11773.0,,Oven,14,Saturday,True,Male
2024-08-24 14:13:00,Eskişehir,1,10750.0,10750.0,41-50,Oven,14,Saturday,True,Male
2024-08-24 14:28:00,Antalya,1,6150.0,6150.0,31-40,Extractor Hood,14,Saturday,True,Male
2024-08-24 15:30:00,Kütahya,1,8200.0,8200.0,,Extractor Hood,15,Saturday,True,Male
2024-08-24 15:43:00,Muğla,1,1850.0,1850.0,21-30,Kettle/Tea Maker,15,Saturday,True,Female
2024-08-24 19:34:00,İzmir,2,109.0,218.0,41-50,Dust Bag,19,Saturday,True,Female
2024-08-24 20:18:00,İstanbul,1,19763.0,19763.0,31-40,Dishwasher,20,Saturday,True,Male
2024-08-24 20:33:00,İstanbul,1,8999.0,8999.0,,Extractor Hood,20,Saturday,True,Female
2024-08-24 21:20:00,Antalya,1,10490.0,10490.0,21-30,Oven,21,Saturday,True,Female
2024-08-24 23:14:00,Erzincan,1,16400.0,16400.0,,Washing Machine,23,Saturday,True,Male
2024-08-24 23:48:00,Elazığ,1,15350.0,15350.0,,Dishwasher,23,Saturday,True,Male
2024-08-25 10:36:00,Osmaniye,1,6150.0,6150.0,21-30,Extractor Hood,10,Sunday,True,Male
2024-08-25 11:52:00,İstanbul,1,7899.0,7899.0,31-40,Extractor Hood,11,Sunday,True,Female
2024-08-25 12:29:00,İstanbul,1,109.0,109.0,51-60,Dust Bag,12,Sunday,True,Male
2024-08-25 12:47:00,Şanlıurfa,1,15609.0,15609.0,71+,Dishwasher,12,Sunday,True,Male
2024-08-25 13:11:00,Gaziantep,1,1299.0,1299.0,,Mixer,13,Sunday,True,Female
2024-08-25 13:38:00,Trabzon,1,15350.0,15350.0,,Dishwasher,13,Sunday,True,Male
2024-08-25 14:09:00,İstanbul,1,15350.0,15350.0,31-40,Dishwasher,14,Sunday,True,Male
2024-08-25 14:48:00,Balıkesir,1,2700.0,2700.0,41-50,Toaster (Bread),14,Sunday,True,Female
2024-08-25 15:56:00,Manisa,1,1299.0,1299.0,,Mixer,15,Sunday,True,Male
2024-08-25 16:26:00,Niğde,1,15350.0,15350.0,,Dishwasher,16,Sunday,True,Male
2024-08-25 20:48:00,İstanbul,1,9999.0,9999.0,,Kitchen Robot,20,Sunday,True,Female
2024-08-25 21:18:00,İstanbul,1,8250.0,8250.0,71+,Cooktop,21,Sunday,True,Male
2024-08-25 21:47:00,Kocaeli,1,7100.0,7100.0,31-40,Cooktop,21,Sunday,True,Male
2024-08-25 22:09:00,Eskişehir,1,10700.0,10700.0,0-20,Oven,22,Sunday,True,Male
2024-08-25 23:09:00,Sakarya,1,1899.0,1899.0,,Blender,23,Sunday,True,Female
2024-08-26 01:02:00,Isparta,1,31560.0,31560.0,41-50,Dryer,1,Monday,False,Male
2024-08-26 01:19:00,Bursa,1,3699.0,3699.0,,Blender,1,Monday,False,Female
2024-08-26 10:48:00,Balıkesir,1,1499.0,1499.0,0-20,Toaster (Bread),10,Monday,False,Male
2024-08-26 11:16:00,Ankara,1,31560.0,31560.0,31-40,Dryer,11,Monday,False,Male
2024-08-26 13:46:00,Kocaeli,1,8250.0,8250.0,41-50,Cooktop,13,Monday,False,Male
2024-08-26 14:26:00,Gaziantep,1,4450.0,4450.0,31-40,Extractor Hood,14,Monday,False,Male
2024-08-26 14:40:00,İstanbul,1,3699.0,3699.0,21-30,Blender,14,Monday,False,Female
2024-08-26 17:35:00,Tunceli,1,44900.0,44900.0,41-50,Refrigerator,17,Monday,False,Male
2024-08-26 19:14:00,İstanbul,1,19475.0,19475.0,,Washing Machine,19,Monday,False,Male
2024-08-26 19:36:00,Balıkesir,1,19599.0,19599.0,,Dishwasher,19,Monday,False,Male
2024-08-26 22:36:00,İstanbul,1,10700.0,10700.0,,Oven,22,Monday,False,Male
2024-08-27 13:46:00,İstanbul,1,18485.0,18485.0,,Dishwasher,13,Tuesday,False,Female
2024-08-27 17:36:00,Denizli,1,15609.0,15609.0,0-20,Dishwasher,17,Tuesday,False,Female
2024-08-27 18:58:00,Ankara,1,16900.0,16900.0,,Dishwasher,18,Tuesday,False,Female
2024-08-27 22:21:00,İstanbul,1,22700.0,22700.0,31-40,Washing Machine,22,Tuesday,False,Female
2024-08-27 22:32:00,Hatay,1,1899.0,1899.0,41-50,Blender,22,Tuesday,False,Female
2024-08-27 23:08:00,İstanbul,1,10490.0,10490.0,31-40,Oven,23,Tuesday,False,Male
2024-08-27 23:34:00,Zonguldak,1,19471.0,19471.0,41-50,Dishwasher,23,Tuesday,False,Male
2024-08-28 00:54:00,Ankara,1,1990.0,1990.0,,Kettle/Tea Maker,0,Wednesday,False,Male
2024-08-28 01:55:00,Sakarya,1,19900.0,19900.0,,Dishwasher,1,Wednesday,False,Male
2024-08-28 11:20:00,Kocaeli,1,16000.0,16000.0,31-40,Other,11,Wednesday,False,Female
