order_date,city,quantity,unit_price,total_revenue,age,category,hour,day_of_week,is_weekend,guessed_gender
2024-08-23 20:36:00,Hakkari,1,16890.0,16890.0,31-40,Dishwasher,20,Friday,False,Male
2024-08-23 20:36:00,Hakkari,1,16792.0,16792.0,31-40,Dishwasher,20,Friday,False,Male
2024-08-23 20:52:00,Aydın,1,6150.0,6150.0,31-40,Extractor Hood,20,Friday,False,Male
2024-08-23 21:17:00,Kocaeli,1,14990.0,14990.0,31-40,Washing Machine,21,Friday,False,Male
2024-08-23 21:39:00,Antalya,1,18499.0,18499.0,,Dryer,21,Friday,False,Male
2024-08-23 22:01:00,İstanbul,1,14990.0,14990.0,31-40,Washing Machine,22,Friday,False,Male
2024-08-23 22:12:00,Kars,1,14990.0,14990.0,,Washing Machine,22,Friday,False,Female
2024-08-23 22:17:00,Antalya,1,15900.0,15900.0,,Dishwasher,22,Friday,False,Male
2024-08-23 22:32:00,Uşak,1,22750.0,22750.0,,Dishwasher,22,Friday,False,Male
2024-08-23 22:34:00,İzmir,1,14990.0,14990.0,21-30,Washing Machine,22,Friday,False,Male
2024-08-23 22:45:00,İzmir,1,15358.0,15358.0,31-40,Dishwasher,22,Friday,False,Female
2024-08-23 23:06:00,Samsun,1,14990.0,14990.0,,Washing Machine,23,Friday,False,Male
2024-08-23 23:06:00,Malatya,1,14990.0,14990.0,71+,Washing Machine,23,Friday,False,Male
2024-08-23 23:38:00,Çankırı,1,2310.0,2310.0,,Toaster,23,Friday,False,Male
2024-08-24 00:02:00,İzmir,1,14990.0,14990.0,,Washing Machine,0,Saturday,True,Male
2024-08-24 00:26:00,Mardin,1,9970.0,9970.0,71+,Oven,0,Saturday,True,Female
2024-08-24 00:43:00,İzmir,1,14990.0,14990.0,,Washing Machine,0,Saturday,True,Male
